day,vehicle_name,name,type,emissions,fuel_consumption,travel_time,utility
0,car_0,person_0,car,770143.8835885798,331.05189964513977,358.0,385788.10732023977
0,car_1,person_1,car,779916.1042968209,335.2540944835388,407.0,390772.2197754577
0,car_2,person_2,car,959314.1303830873,412.36791423184104,406.0,480469.2713755008
0,car_3,person_3,car,1013862.898559426,435.81564900682235,404.0,507739.6671875375
0,car_4,person_4,car,1094588.26194344,470.5150755674769,403.0,548100.3662292578
0,bus_0,person_5,bus,1026052.1034283033,441.0660033098446,680.0,522526.8074663578
0,bus_0,person_6,bus,1026052.1034283033,441.0660033098446,680.0,521549.6846707335
0,car_5,person_7,car,799396.5246638329,343.62907537698663,462.0,400622.4341464541
0,bus_0,person_8,bus,1026052.1034283033,441.0660033098446,680.0,524062.0549132464
0,car_6,person_9,car,1001265.4184078459,430.4022488758703,461.0,501554.9244050474
0,car_7,person_10,car,1045091.2117793028,449.2403370994132,460.0,523465.83050981996
0,bus_0,person_11,bus,1026052.1034283033,441.0660033098446,680.0,516122.923334295
0,car_8,person_12,car,1181764.1778908342,507.9894771303473,458.0,591798.3429401556
0,bus_0,person_13,bus,1026052.1034283033,441.0660033098446,680.0,522092.82190652227
0,bus_0,person_14,bus,1026052.1034283033,441.0660033098446,680.0,522606.26925686235
0,bus_0,person_15,bus,1026052.1034283033,441.0660033098446,680.0,531128.1592972127
0,car_9,person_16,car,965965.7851671888,415.2288631081277,457.0,483897.100198026
0,car_10,person_17,car,1066140.4284183069,458.288367457779,456.0,533982.4433533371
0,car_11,person_18,car,1225208.629680918,526.6635210456035,455.0,613514.5781722196
0,car_12,person_19,car,1279326.2859536319,549.9259233588934,453.0,640569.4179397776
0,bus_0,person_20,bus,1026052.1034283033,441.0660033098446,680.0,523377.3341348844
0,car_13,person_21,car,1333210.9479298175,573.0882139195999,452.0,667509.7605090158
0,car_14,person_22,car,1272739.1966172978,547.0943486027243,451.0,637271.8718558232
0,car_15,person_23,car,1173676.5354000386,504.5124073848343,449.0,587736.519956223
0,bus_0,person_24,bus,1026052.1034283033,441.0660033098446,680.0,518260.6321406047
0,bus_0,person_25,bus,1026052.1034283033,441.0660033098446,680.0,519044.6984604686
