day,vehicle_name,name,type,emissions,fuel_consumption,travel_time,utility
0,car_0,person_0,car,77.01438835885799,331.05189964513977,358.0,779.3360866528145
0,car_1,person_1,car,77.35752292392323,332.52848529164004,407.0,877.6183978588346
0,bus_0,person_2,bus,100.249354020392,430.938951979669,680.0,1055.2258867490325
0,bus_0,person_3,bus,100.249354020392,430.938951979669,680.0,1161.8244081642345
0,car_2,person_4,car,97.47296332781274,418.9942716529121,406.0,892.1610520378748
0,car_3,person_5,car,102.28575878072684,439.6818281812736,404.0,892.119016503959
0,car_4,person_6,car,108.56174552692846,466.6589584515074,403.0,895.2802946473273
0,bus_0,person_7,bus,100.249354020392,430.938951979669,680.0,1037.606588040366
0,car_5,person_8,car,82.40888149185467,354.24312984403105,462.0,991.7726754842296
0,car_6,person_9,car,102.48470348937067,440.5388933005206,461.0,1006.2827687422244
0,bus_0,person_10,bus,100.249354020392,430.938951979669,680.0,1360.0404375512128
0,bus_0,person_11,bus,100.249354020392,430.938951979669,680.0,994.5663982706119
0,bus_0,person_12,bus,100.249354020392,430.938951979669,680.0,1000.701682935588
0,car_7,person_13,car,107.21190968217574,460.85884596713265,459.0,1006.1703682886227
0,car_8,person_14,car,117.36068331006236,504.48301771912304,458.0,1012.5165679839654
0,bus_0,person_15,bus,100.249354020392,430.938951979669,680.0,782.7576731652229
0,car_9,person_16,car,96.00095337768617,412.66858006633055,457.0,992.9506201938178
0,car_10,person_17,car,106.26778212537813,456.79962253036433,456.0,999.3938627524664
0,car_11,person_18,car,124.18471791768049,533.8159560149669,455.0,1012.1285556599628
0,bus_0,person_19,bus,100.249354020392,430.938951979669,680.0,1035.6225145529586
0,car_12,person_20,car,126.49195620743605,543.7329712572777,453.0,1010.0259509480138
0,car_13,person_21,car,131.59145432216405,565.6537909870658,452.0,1012.2197614851119
0,bus_0,person_22,bus,100.249354020392,430.938951979669,680.0,925.6117274252609
0,car_14,person_23,car,127.55261829398124,548.2927033431349,451.0,1006.8982618977257
0,car_15,person_24,car,121.93066369034467,524.126702811863,449.0,998.2748345560622
0,car_16,person_25,car,96.80314497572554,416.11624039358475,448.0,975.6102905173816
0,bus_0,person_26,bus,100.249354020392,430.938951979669,680.0,948.7505126235774
0,car_17,person_27,car,107.99810085861843,464.23711338170693,447.0,982.8168339329372
0,car_18,person_28,car,113.89596834873983,489.5894481156027,445.0,983.6671927830402
0,car_19,person_29,car,123.76064173425154,531.992759530631,444.0,989.7797778319231
0,bus_0,person_30,bus,100.249354020392,430.938951979669,680.0,1191.0480299559588
0,bus_0,person_31,bus,100.249354020392,430.938951979669,680.0,1011.0096808524951
0,car_20,person_32,car,126.93593184619273,545.6417424593965,443.0,990.391096607551
0,car_21,person_33,car,130.12726210012502,559.3594855522384,442.0,991.0155924664805
0,car_22,person_34,car,127.04035825085808,546.0905600401796,440.0,984.4769711284425
0,car_23,person_35,car,93.10826977308193,400.2337956416479,440.0,956.5716695596645
0,car_24,person_36,car,83.04070162314534,356.95944224013397,465.0,998.2923089795828
0,car_25,person_37,car,97.27550563432031,418.14735677722865,464.0,1007.9988045754524
0,car_26,person_38,car,105.0475530199277,451.5551037337343,463.0,1012.390409289994
0,car_27,person_39,car,109.76866187268402,471.84890374961486,461.0,1012.2729987175632
0,bus_0,person_40,bus,100.249354020392,430.938951979669,680.0,921.0744872023046
0,car_28,person_41,car,117.31644110790307,504.29292852560286,460.0,1016.4801901933718
0,car_29,person_42,car,118.21093480014898,508.13759043459754,458.0,1013.2157866826693
0,bus_0,person_43,bus,100.249354020392,430.938951979669,680.0,989.6242613588056
0,bus_0,person_44,bus,100.249354020392,430.938951979669,680.0,1020.2413488220471
0,bus_0,person_45,bus,100.249354020392,430.938951979669,680.0,956.2803004961437
0,car_30,person_46,car,126.53675072065803,543.925768259734,457.0,1018.0628079798091
0,car_31,person_47,car,128.08681094422596,550.5886780046169,455.0,1015.3375563224592
0,car_32,person_48,car,128.08111814891944,550.5639742837099,454.0,1013.3328571457379
0,car_33,person_49,car,137.12217870466165,589.4280600947072,453.0,1018.7681938594338
0,car_34,person_50,car,131.6662503966367,565.9757522874872,452.0,1012.28130661988
0,car_35,person_51,car,133.59562730781622,574.2689678090007,450.0,1009.8679862395832
0,bus_0,person_52,bus,100.249354020392,430.938951979669,680.0,1023.0854847737206
0,car_36,person_53,car,125.94849464214836,541.3973180397853,449.0,1001.579046174058
0,car_37,person_54,car,129.17808269797155,555.2799557484004,448.0,1002.2350380301158
0,car_38,person_55,car,131.31646741753949,564.4715043648107,447.0,1001.9935965361306
0,bus_0,person_56,bus,100.249354020392,430.938951979669,680.0,1078.2443674124665
0,car_39,person_57,car,104.76697173315246,450.34846045910905,446.0,978.1596204010094
0,bus_0,person_58,bus,100.249354020392,430.938951979669,680.0,1242.5919099927016
0,bus_0,person_59,bus,100.249354020392,430.938951979669,680.0,919.7946981719131
0,car_40,person_60,car,116.50378241865839,500.7990911333376,445.0,985.8118230443295
0,car_41,person_61,car,114.4789334961724,492.0952481186046,443.0,980.1466103569816
0,bus_0,person_62,bus,100.249354020392,430.938951979669,680.0,1139.2504250021136
0,bus_0,person_63,bus,100.249354020392,430.938951979669,680.0,985.6954663760444
0,car_42,person_64,car,120.14620353837728,516.4556704213404,441.0,980.8072770507891
0,car_43,person_65,car,128.05378586372132,550.4468287446848,440.0,985.310405087712
0,car_44,person_66,car,125.60023848764571,539.8994665249783,439.0,981.2925792331963
0,car_45,person_67,car,133.45918918508582,573.6817569856664,437.0,983.7557263664678
0,car_46,person_68,car,127.58606735389763,548.43590959394,436.0,976.9257268964942
0,car_47,person_69,car,89.2659090727729,383.71675776571766,436.0,945.4117113688153
0,car_48,person_70,car,78.50538016901686,337.46312635211285,436.0,936.562424560917
0,car_49,person_71,car,79.9977614888487,343.8784667021697,451.0,967.7897657470871
0,car_50,person_72,car,81.74828231906746,351.4031660483472,449.0,965.2293786131597
0,car_51,person_73,car,96.21858762067822,413.60339977672595,448.0,975.1295487935935
0,car_52,person_74,car,109.93258735984662,472.5526635644429,447.0,984.4077434472565
0,bus_0,person_75,bus,100.249354020392,430.938951979669,680.0,901.9773712200947
0,car_53,person_76,car,115.30754581962105,495.65705044009667,445.0,984.8280516928178
0,car_54,person_77,car,123.34756997930737,530.2173282524384,444.0,989.4400846085865
0,car_55,person_78,car,126.68411860706594,544.5593795125927,443.0,990.1840127669775
0,car_56,person_79,car,105.54496098712676,453.6928085052887,442.0,970.7994411314601
0,bus_0,person_80,bus,100.249354020392,430.938951979669,680.0,1114.1950623120526
0,car_57,person_81,car,114.64610642715766,492.8133098035813,441.0,976.2840514488474
0,bus_0,person_82,bus,100.249354020392,430.938951979669,680.0,828.4347043289207
