day,vehicle_name,name,type,emissions,fuel_consumption,travel_time,utility
0,car_0,person_0,car,761256.6611710072,327.2315957610384,358.0,381344.4942013015
0,car_1,person_1,car,789956.2912210085,339.57001117948636,407.0,395792.3153955098
0,car_2,person_2,car,992735.4786384314,426.73412853085784,406.0,497179.95268627995
0,car_3,person_3,car,1052518.0219006473,452.43142763277183,405.0,527069.2371660374
0,bus_0,person_4,bus,1026052.1034283033,441.0660033098446,680.0,516437.3761951474
0,bus_0,person_5,bus,1026052.1034283033,441.0660033098446,680.0,515253.16596415074
0,car_4,person_6,car,1083426.7351890265,465.7171252987279,403.0,542519.6004530758
0,car_5,person_7,car,799326.8698798082,343.59895078536977,461.0,400585.60673937947
0,car_6,person_8,car,1014085.7874236293,435.9129135296677,460.0,507963.1116682714
0,car_7,person_9,car,1041791.5164587537,447.82187586458986,459.0,521813.9821403148
0,car_8,person_10,car,1181603.8897927245,507.9203971574302,458.0,591718.1988565609
0,car_9,person_11,car,952461.8554102484,409.42399580208854,457.0,477145.1324171221
0,car_10,person_12,car,1077696.81208901,463.25576387127927,456.0,539760.637672387
0,bus_0,person_13,bus,1026052.1034283033,441.0660033098446,680.0,516550.6361405232
0,bus_0,person_14,bus,1026052.1034283033,441.0660033098446,680.0,516437.9566121544
0,bus_0,person_15,bus,1026052.1034283033,441.0660033098446,680.0,515533.7351485943
0,car_11,person_16,car,1225428.724602142,526.7582919001401,454.0,613622.625680217
0,car_12,person_17,car,1278003.4456023,549.3571163041705,453.0,639907.9974797082
0,bus_0,person_18,bus,1026052.1034283033,441.0660033098446,680.0,515185.0547641458
0,car_13,person_19,car,1335586.9307300937,574.1096531940265,452.0,668697.7524198735
0,car_14,person_20,car,1311460.6556627483,563.7390397617837,451.0,656632.609700894
0,car_15,person_21,car,1204660.4646306108,517.8312990599491,449.0,603228.4912309549
0,car_16,person_22,car,963336.2352462367,414.09805186417145,448.0,482564.32467214426
0,bus_0,person_23,bus,1026052.1034283033,441.0660033098446,680.0,515623.72367100284
0,car_17,person_24,car,1075898.5500866214,462.482461179181,447.0,538843.5062845413
0,bus_0,person_25,bus,1026052.1034283033,441.0660033098446,680.0,515956.8282170384
0,car_18,person_26,car,1131867.158120418,486.54066120697456,445.0,566823.8223305396
0,bus_0,person_27,bus,1026052.1034283033,441.0660033098446,680.0,515794.1703116446
0,bus_0,person_28,bus,1026052.1034283033,441.0660033098446,680.0,516035.6982732479
0,car_19,person_29,car,1245623.142323078,535.4384215744718,444.0,623699.8388807498
0,car_20,person_30,car,1304046.5461614204,560.5519266731677,443.0,652909.5533566736
0,car_21,person_31,car,1339571.0705490394,575.8223998094417,442.0,670669.8231857195
0,car_22,person_32,car,1255218.5933723242,539.5632224706419,440.0,628489.5664677734
0,bus_0,person_33,bus,1026052.1034283033,441.0660033098446,680.0,515818.66812988266
0,bus_0,person_34,bus,1026052.1034283033,441.0660033098446,680.0,516131.7477153671
0,car_23,person_35,car,914237.0893628387,392.9926499508842,440.0,457998.7411777443
0,car_24,person_36,car,816937.0411456204,351.16926573091223,464.0,409396.69615744305
0,bus_0,person_37,bus,1026052.1034283033,441.0660033098446,680.0,515716.05152844026
0,car_25,person_38,car,959464.785580277,412.43415074074625,463.0,480658.59900721384
0,car_26,person_39,car,1073427.904746864,461.420839150826,462.0,537638.1830838516
0,bus_0,person_40,bus,1026052.1034283033,441.0660033098446,680.0,515381.49510872323
0,car_27,person_41,car,1153602.673019068,495.88413298178193,461.0,577723.5844516006
0,car_28,person_42,car,1245873.0750029194,535.5468707437042,459.0,623854.805274895
0,car_29,person_43,car,1225726.5813451007,526.8860750392479,457.0,613777.5541155878
0,bus_0,person_44,bus,1026052.1034283033,441.0660033098446,680.0,515596.3996369052
0,car_30,person_45,car,1320775.8807717068,567.7430287165691,456.0,661300.2242573678
0,bus_0,person_46,bus,1026052.1034283033,441.0660033098446,680.0,516558.2765260957
0,car_31,person_47,car,1366114.8309505775,587.2325131196643,454.0,683965.7090915453
0,bus_0,person_48,bus,1026052.1034283033,441.0660033098446,680.0,515010.12527993013
0,bus_0,person_49,bus,1026052.1034283033,441.0660033098446,680.0,515926.1682626249
0,car_32,person_50,car,1296396.9990379792,557.2640152760662,453.0,649104.7781509972
0,bus_0,person_51,bus,1026052.1034283033,441.0660033098446,680.0,514933.9933355516
0,car_33,person_52,car,1363425.5996725524,586.07655641828,452.0,682617.0928745545
0,car_34,person_53,car,1302439.4834615095,559.8614100595462,451.0,652122.0216614597
0,bus_0,person_54,bus,1026052.1034283033,441.0660033098446,680.0,515686.9794088065
0,bus_0,person_55,bus,1026052.1034283033,441.0660033098446,680.0,515448.3139570596
0,car_35,person_56,car,1305468.2389057875,561.163639149468,449.0,653632.4000347133
0,bus_0,person_57,bus,1026052.1034283033,441.0660033098446,680.0,515217.4329547296
0,car_36,person_58,car,1220691.5953728184,524.7217850286856,448.0,611242.0600473017
0,bus_0,person_59,bus,1026052.1034283033,441.0660033098446,680.0,515972.1108718076
0,car_37,person_60,car,1310738.5819459022,563.4288115728435,447.0,656263.5726873568
0,car_38,person_61,car,1321269.9499058158,567.9553738806424,446.0,661527.2589305948
0,car_39,person_62,car,1061374.4539464973,456.2398833861939,445.0,531577.4550931903
0,bus_0,person_63,bus,1026052.1034283033,441.0660033098446,680.0,515710.15520762064
0,car_40,person_64,car,1180308.016150272,507.36309829969497,444.0,591042.2617566851
0,bus_0,person_65,bus,1026052.1034283033,441.0660033098446,680.0,514489.1680832619
0,car_41,person_66,car,1182402.8615072945,508.26358639227504,442.0,592085.6848854404
0,car_42,person_67,car,1265994.1784261642,544.1950988380946,440.0,633877.3613106315
