day,vehicle_name,name,type,emissions,fuel_consumption,travel_time,utility
0,car_0,person_0,car,287.39651773451857,1235.3950131130532,1424.0,3084.3528848507385
0,car_1,person_1,car,299.6283499163085,1287.9789887529596,1619.0,3484.412599114626
0,car_2,person_2,car,358.60567064054425,1541.491307253879,1617.0,3528.914683364313
0,bus_0,person_3,bus,404.1139752773465,1737.1538920511987,2720.0,3300.3081438022004
0,bus_0,person_4,bus,404.1139752773465,1737.1538920511987,2720.0,3350.5743234630404
0,bus_0,person_5,bus,404.1139752773465,1737.1538920511987,2720.0,3147.469217835763
0,car_3,person_6,car,390.0849976867566,1676.804456017873,1616.0,3552.8028330447187
0,car_4,person_7,car,417.1662784722835,1793.2133660690556,1615.0,3573.074141691321
0,bus_0,person_8,bus,404.1139752773465,1737.1538920511987,2720.0,3234.0688297322636
0,car_5,person_9,car,317.5318289004786,1364.94445471784,1838.0,3937.1367485540777
0,bus_0,person_10,bus,404.1139752773465,1737.1538920511987,2720.0,3105.77591428
0,bus_0,person_11,bus,404.1139752773465,1737.1538920511987,2720.0,3265.158120665373
0,car_6,person_12,car,382.31369575726666,1643.4068059605186,1837.0,3988.4123583256724
0,bus_0,person_13,bus,404.1139752773465,1737.1538920511987,2720.0,3163.242703562831
0,car_7,person_14,car,411.01923972124575,1766.7981936299964,1836.0,4010.0194843828726
0,car_8,person_15,car,456.0647514913747,1960.4257326364752,1835.0,4045.0643056934227
0,bus_0,person_16,bus,404.1139752773465,1737.1538920511987,2720.0,3254.44258135679
0,bus_0,person_17,bus,404.1139752773465,1737.1538920511987,2720.0,3224.0444345484534
0,car_9,person_18,car,392.4250832602627,1686.8721381813377,1833.0,3988.727951993732
0,car_10,person_19,car,439.8908824796518,1890.9034581154021,1832.0,4025.763200598481
0,car_11,person_20,car,471.71560449919707,2027.7010376863693,1831.0,4049.9353800760764
0,bus_0,person_21,bus,404.1139752773465,1737.1538920511987,2720.0,3074.011103764525
0,car_12,person_22,car,495.6200755581244,2130.4529575285137,1830.0,4067.594009593701
0,car_13,person_23,car,516.7403821951315,2221.2383233052315,1828.0,4080.963065345458
0,bus_0,person_24,bus,404.1139752773465,1737.1538920511987,2720.0,3268.43097465639
0,bus_0,person_25,bus,404.1139752773465,1737.1538920511987,2720.0,3182.631258701926
0,car_14,person_26,car,525.4881105663508,2258.8418585207287,1827.0,4086.15719467223
0,car_15,person_27,car,512.9268369849356,2204.8463765316046,1826.0,4073.8268967323384
0,car_16,person_28,car,437.4901606271914,1880.5836647127044,1825.0,4009.7888551670485
0,bus_0,person_29,bus,404.1139752773465,1737.1538920511987,2720.0,3223.3122094211053
0,car_17,person_30,car,469.3040227778135,2017.3350245509127,1824.0,4033.9521382302255
0,car_18,person_31,car,491.31594715422153,2111.9522450764566,1823.0,4050.054391957845
0,bus_0,person_32,bus,404.1139752773465,1737.1538920511987,2720.0,3100.028380837411
0,bus_0,person_33,bus,404.1139752773465,1737.1538920511987,2720.0,3157.614750013618
0,car_19,person_34,car,516.8882002812635,2221.8747828148626,1821.0,4067.084708851746
0,bus_0,person_35,bus,404.1139752773465,1737.1538920511987,2720.0,3193.6698556038104
0,car_20,person_36,car,528.1335963896051,2270.2127301705477,1820.0,4074.3327529575936
0,car_21,person_37,car,541.5424719826011,2327.8510810180546,1819.0,4083.3600670676547
0,car_22,person_38,car,538.1666727263724,2313.3397419126613,1818.0,4078.583817006636
0,bus_0,person_39,bus,404.1139752773465,1737.1538920511987,2720.0,3266.9726894483806
0,bus_0,person_40,bus,404.1139752773465,1737.1538920511987,2720.0,3344.54182966898
0,car_23,person_41,car,454.88401268882296,1955.3507425119376,1817.0,4008.093312032807
0,car_24,person_42,car,318.8555336406783,1370.6352086251882,1850.0,3962.2254074672283
0,car_25,person_43,car,387.16528068781804,1664.2636889091118,1849.0,4016.4024170120924
0,car_26,person_44,car,431.80344321921825,1856.1386011136854,1848.0,4051.1121166931352
0,bus_0,person_45,bus,404.1139752773465,1737.1538920511987,2720.0,3396.8531534319795
0,bus_0,person_46,bus,404.1139752773465,1737.1538920511987,2720.0,3271.2777280680525
0,bus_0,person_47,bus,404.1139752773465,1737.1538920511987,2720.0,3200.8891468909974
0,car_27,person_48,car,457.7181393428161,1967.5317063971863,1847.0,4070.423947651197
0,bus_0,person_49,bus,404.1139752773465,1737.1538920511987,2720.0,3102.430496164405
0,bus_0,person_50,bus,404.1139752773465,1737.1538920511987,2720.0,3060.671353285647
0,car_28,person_51,car,497.1308208801944,2136.9475823174253,1845.0,4098.836479113905
0,car_29,person_52,car,520.4275398951913,2237.0893601950124,1844.0,4115.995471962222
0,bus_0,person_53,bus,404.1139752773465,1737.1538920511987,2720.0,3369.242743986339
0,car_30,person_54,car,537.2634614488184,2309.4581055510116,1843.0,4127.841088640735
0,bus_0,person_55,bus,404.1139752773465,1737.1538920511987,2720.0,3128.993245523457
0,car_31,person_56,car,543.5441741518453,2336.4553212378905,1841.0,4129.006236168764
0,car_32,person_57,car,549.7666737785877,2363.203230357431,1840.0,4132.123579166101
0,car_33,person_58,car,562.1289831517977,2416.34319658651,1839.0,4140.290231319887
0,car_34,person_59,car,553.4574033246681,2379.0678170311203,1838.0,4131.158787939668
0,bus_0,person_60,bus,404.1139752773465,1737.1538920511987,2720.0,3144.371978319507
0,car_35,person_61,car,554.1827076489845,2382.185444378572,1837.0,4129.755262152885
0,car_36,person_62,car,553.1647275828135,2377.809665715009,1835.0,4124.918088720033
0,car_37,person_63,car,560.698032882552,2410.1920535633503,1834.0,4129.113420458527
0,bus_0,person_64,bus,404.1139752773465,1737.1538920511987,2720.0,3497.5616810783745
0,bus_0,person_65,bus,404.1139752773465,1737.1538920511987,2720.0,3455.6278575069496
0,bus_0,person_66,bus,404.1139752773465,1737.1538920511987,2720.0,3273.025920361891
0,car_38,person_67,car,566.8478949844935,2436.627719350892,1833.0,4132.171026443564
0,car_39,person_68,car,485.74857762416264,2088.022228638529,1832.0,4063.475955959971
0,bus_0,person_69,bus,404.1139752773465,1737.1538920511987,2720.0,3130.654467397669
0,bus_1,person_70,bus,408.66818023521495,1756.7298990978143,2720.0,3154.8492606630607
0,car_40,person_71,car,520.3029789992873,2236.5543878724393,1831.0,4089.8930685900764
0,car_41,person_72,car,518.5865169637088,2229.1743381297783,1830.0,4086.481333841588
0,car_42,person_73,car,536.7674360152548,2307.3259376310734,1828.0,4097.433163329958
0,car_43,person_74,car,546.9444605134894,2351.0716294678227,1827.0,4103.802602466832
0,car_44,person_75,car,550.5917777582096,2366.74921089598,1826.0,4104.802079696304
0,bus_1,person_76,bus,408.66818023521495,1756.7298990978143,2720.0,3255.55299716681
0,bus_1,person_77,bus,408.66818023521495,1756.7298990978143,2720.0,3116.2342015219374
0,car_45,person_78,car,565.6388369904746,2431.4294179595954,1824.0,4113.176624842207
0,bus_1,person_79,bus,408.66818023521495,1756.7298990978143,2720.0,3048.10885431264
0,bus_1,person_80,bus,408.66818023521495,1756.7298990978143,2720.0,3296.788387913778
0,car_46,person_81,car,550.7863102487419,2367.5855268021055,1823.0,4098.962069634529
0,bus_1,person_82,bus,408.66818023521495,1756.7298990978143,2720.0,3180.3576595652835
0,car_47,person_83,car,462.5641777854576,1988.3636264028564,1823.0,4026.409360872943
0,car_48,person_84,car,416.92069958731315,1792.1659642441068,1822.0,3986.8727971119642
0,car_49,person_85,car,348.01964997418855,1495.9955383178776,1822.0,3930.209490360935
0,bus_1,person_86,bus,408.66818023521495,1756.7298990978143,2720.0,3211.587129840318
0,car_50,person_87,car,353.4589387649214,1519.3753180616568,1820.0,3930.682618237085
0,bus_1,person_88,bus,408.66818023521495,1756.7298990978143,2720.0,3254.2648171125193
0,car_51,person_89,car,408.4671064663857,1755.827333607757,1819.0,3973.9206032537745
0,car_52,person_90,car,453.6873352158458,1950.206252633027,1818.0,4009.1091365554
0,bus_1,person_91,bus,408.66818023521495,1756.7298990978143,2720.0,3163.4147595539407
0,bus_1,person_92,bus,408.66818023521495,1756.7298990978143,2720.0,3326.2694660818765
0,car_53,person_93,car,481.6850651861502,2070.5537884346463,1817.0,4030.1340667256736
0,bus_1,person_94,bus,408.66818023521495,1756.7298990978143,2720.0,3373.762026440456
0,car_54,person_95,car,494.3948545642311,2125.1865812547344,1815.0,4036.5864208762205
0,bus_1,person_96,bus,408.66818023521495,1756.7298990978143,2720.0,3174.5406749174235
0,car_55,person_97,car,514.6499156413986,2212.252972818446,1814.0,4051.2439307820828
0,car_56,person_98,car,463.62305643909735,1992.9150493122652,1813.0,4007.2801569179683
