day,vehicle_name,name,type,emissions,fuel_consumption,travel_time,utility
0,bus_0,person_0,bus,1002493.54020392,430.938951979669,680.0,504702.27485376014
0,car_0,person_1,car,770143.8835885798,331.05189964513977,358.0,385788.10732023977
0,car_1,person_2,car,773575.2292392313,332.52848529164004,407.0,387601.78088385833
0,bus_0,person_3,bus,1002493.54020392,430.938951979669,680.0,503556.3434669002
0,car_2,person_4,car,974729.6332781271,418.9942716529121,406.0,488177.02613619936
0,car_3,person_5,car,1022857.5878072681,439.6818281812736,404.0,512237.01374454814
0,bus_0,person_6,bus,1002493.54020392,430.938951979669,680.0,503512.63427639334
0,car_4,person_7,car,1085617.4552692852,466.6589584515074,403.0,543614.9609641219
0,car_5,person_8,car,824088.8149185469,354.24312984403105,462.0,412968.5845808384
0,bus_0,person_9,bus,1002493.54020392,430.938951979669,680.0,503930.2386379374
0,bus_0,person_10,bus,1002493.54020392,430.938951979669,680.0,503525.761918765
0,car_6,person_11,car,1024847.0348937063,440.5388933005206,461.0,513345.73771629983
0,bus_0,person_12,bus,1002493.54020392,430.938951979669,680.0,503346.88265679457
0,car_7,person_13,car,1072119.0968217577,460.85884596713265,459.0,536977.7788403019
0,bus_0,person_14,bus,1002493.54020392,430.938951979669,680.0,503951.1708872613
0,car_8,person_15,car,1173606.8331006235,504.48301771912304,458.0,587719.6687918205
0,car_9,person_16,car,960009.5337768613,412.66858006633055,457.0,480918.97322272067
0,car_10,person_17,car,1062677.821253782,456.79962253036433,456.0,532251.1390267023
0,car_11,person_18,car,1241847.1791768041,533.8159560149669,455.0,621833.8564963801
0,car_12,person_19,car,1264919.5620743611,543.7329712572777,453.0,633366.0529036662
0,bus_0,person_20,bus,1002493.54020392,430.938951979669,680.0,504754.81848348543
0,car_13,person_21,car,1315914.5432216402,565.6537909870658,452.0,658861.5544377156
0,car_14,person_22,car,1275526.182939812,548.2927033431349,451.0,638665.3656162577
0,bus_0,person_23,bus,1002493.54020392,430.938951979669,680.0,503635.46335263166
0,car_15,person_24,car,1219306.6369034469,524.126702811863,449.0,610551.5805150749
0,bus_0,person_25,bus,1002493.54020392,430.938951979669,680.0,504465.8584342517
0,car_16,person_26,car,968031.4497572558,416.11624039358475,448.0,484911.93293674814
0,car_17,person_27,car,1079981.0085861834,464.23711338170693,447.0,540884.7364116485
0,car_18,person_28,car,1138959.6834873983,489.5894481156027,445.0,570370.0865384232
0,bus_0,person_29,bus,1002493.54020392,430.938951979669,680.0,503529.8878259942
0,car_19,person_30,car,1237606.4173425154,531.992759530631,444.0,619691.4746676375
0,bus_0,person_31,bus,1002493.54020392,430.938951979669,680.0,504190.9579555273
0,bus_0,person_32,bus,1002493.54020392,430.938951979669,680.0,504139.32897609775
0,bus_0,person_33,bus,1002493.54020392,430.938951979669,680.0,503467.461779182
0,car_20,person_34,car,1269359.3184619278,545.6417424593965,443.0,635565.9320518351
0,car_21,person_35,car,1301272.6210012499,559.3594855522384,442.0,651520.5901803677
0,car_22,person_36,car,1270403.5825085815,546.0905600401796,440.0,636082.0642995707
0,car_23,person_37,car,931082.6977308196,400.2337956416479,440.0,466421.5489823076
0,car_24,person_38,car,830407.0162314523,356.95944224013397,465.0,416133.6865954473
0,car_25,person_39,car,972755.0563432034,418.14735677722865,464.0,487305.7372452801
0,car_26,person_40,car,1050475.530199277,451.5551037337343,463.0,526163.9908771904
0,car_27,person_41,car,1097686.6187268412,471.84890374961486,461.0,549765.5452878724
0,bus_0,person_42,bus,1002493.54020392,430.938951979669,680.0,503831.7235748034
0,car_28,person_43,car,1173164.4110790305,504.29292852560286,460.0,587502.4576859795
0,car_29,person_44,car,1182109.348001488,508.13759043459754,458.0,591970.9280695393
0,car_30,person_45,car,1265367.50720658,543.925768259734,457.0,633598.0255661741
0,car_31,person_46,car,1280868.10944226,550.5886780046169,455.0,641344.3300154691
0,car_32,person_47,car,1280811.1814891957,550.5639742837099,454.0,641313.866026585
0,car_33,person_48,car,1371221.7870466171,589.4280600947072,453.0,686517.1882373386
0,car_34,person_49,car,1316662.5039663685,565.9757522874872,452.0,659235.5349710603
0,car_35,person_50,car,1335956.2730781625,574.2689678090007,450.0,668878.4236735652
0,car_36,person_51,car,1259484.9464214838,541.3973180397853,449.0,630640.7439094009
