day,vehicle_name,name,type,emissions,fuel_consumption,travel_time,utility
0,bus_0,person_0,bus,102.60521034283052,441.0660033098446,680.0,1269.3162019592776
0,bus_0,person_1,bus,102.60521034283052,441.0660033098446,680.0,1036.3173483059286
0,car_0,person_2,car,76.0247792714173,326.7979377483434,358.0,892.5594038739604
0,car_1,person_3,car,80.14924700204584,344.52897972861837,407.0,1000.1381674837381
0,car_2,person_4,car,97.5343852456664,419.2584615206567,406.0,1038.513155105382
0,car_3,person_5,car,104.6542912258613,449.8629544059197,405.0,1053.0483040321665
0,bus_0,person_6,bus,102.60521034283052,441.0660033098446,680.0,1008.2978709195488
0,car_4,person_7,car,109.69061026513833,471.5111563698897,403.0,1060.7445572580182
0,bus_0,person_8,bus,102.60521034283052,441.0660033098446,680.0,1144.8320752336897
0,car_5,person_9,car,79.80759241721067,343.06125706059066,463.0,1111.3447791139656
0,bus_0,person_10,bus,102.60521034283052,441.0660033098446,680.0,1398.1055985632881
0,car_6,person_11,car,94.09392364513421,404.4708447057372,461.0,1140.5231606431987
0,bus_0,person_12,bus,102.60521034283052,441.0660033098446,680.0,1280.6240339244262
0,car_7,person_13,car,103.96597678712287,446.90605778720607,460.0,1161.4499079082861
0,bus_0,person_14,bus,102.60521034283052,441.0660033098446,680.0,1101.083381090402
0,bus_0,person_15,bus,102.60521034283052,441.0660033098446,680.0,1160.6852700169381
0,car_8,person_16,car,113.62386800472727,488.42019028366593,459.0,1181.8792502807294
0,bus_0,person_17,bus,102.60521034283052,441.0660033098446,680.0,1297.989452960871
0,bus_0,person_18,bus,102.60521034283052,441.0660033098446,680.0,1057.7524102067794
0,car_9,person_19,car,96.56848911923066,415.1080895426196,458.0,1140.2700849541577
0,car_10,person_20,car,113.03674076040099,485.8961905068921,457.0,1176.515695808819
0,car_11,person_21,car,126.47315353992809,543.6525364485416,455.0,1203.7202473134967
0,car_12,person_22,car,127.07762300151762,546.2506155285879,454.0,1203.1240421676794
0,car_13,person_23,car,134.16093184485464,576.6985154391479,453.0,1217.5742523476454
0,bus_0,person_24,bus,102.60521034283052,441.0660033098446,680.0,1337.0645806287107
0,bus_0,person_25,bus,102.60521034283052,441.0660033098446,680.0,1305.958593115052
0,bus_0,person_26,bus,102.60521034283052,441.0660033098446,680.0,1111.4724696805838
0,car_14,person_27,car,127.95906826751165,550.0398485676953,452.0,1201.1711251776003
0,bus_0,person_28,bus,102.60521034283052,441.0660033098446,680.0,1024.686237879496
0,car_15,person_29,car,119.71293734369593,514.5937200973756,450.0,1178.020403694695
0,car_16,person_30,car,92.16325617813214,396.17193450347327,449.0,1112.0394074440246
0,car_17,person_31,car,104.85487237299097,450.72618168832435,448.0,1139.5142083726062
0,bus_0,person_32,bus,102.60521034283052,441.0660033098446,680.0,1052.087241248137
0,bus_0,person_33,bus,102.60521034283052,441.0660033098446,680.0,1397.28410833243
0,car_18,person_34,car,110.33683849505451,474.29091077609434,446.0,1148.2454952983162
0,car_19,person_35,car,120.95569726872219,519.9357299733657,445.0,1170.9065742854466
0,bus_0,person_36,bus,102.60521034283052,441.0660033098446,680.0,1070.877002573735
0,bus_0,person_37,bus,102.60521034283052,441.0660033098446,680.0,1150.3686997355987
0,bus_0,person_38,bus,102.60521034283052,441.0660033098446,680.0,995.6593265775889
0,car_20,person_39,car,128.29725136697473,551.4933169680068,444.0,1185.95650150655
0,bus_0,person_40,bus,102.60521034283052,441.0660033098446,680.0,1318.7900736706324
0,car_21,person_41,car,132.38913358122707,569.0822315725852,443.0,1193.459434530398
0,car_22,person_42,car,127.0070875953813,545.9475357935293,441.0,1176.9602403752774
0,car_23,person_43,car,93.11421506005306,400.2593327922654,441.0,1098.247880079526
0,car_24,person_44,car,81.39050970063735,349.86597910108964,463.0,1115.0209678338565
0,car_25,person_45,car,100.641406818489,432.6159435608206,462.0,1157.7290094040395
0,bus_0,person_46,bus,102.60521034283052,441.0660033098446,680.0,1329.9310546337517
0,bus_0,person_47,bus,102.60521034283052,441.0660033098446,680.0,1225.4724393386118
0,car_26,person_48,car,110.89907346588717,476.7074590521616,461.0,1179.5512063606864
0,car_27,person_49,car,120.71304182431592,518.8929729166005,460.0,1200.343056617377
0,bus_0,person_50,bus,102.60521034283052,441.0660033098446,680.0,1184.151699694368
0,car_28,person_51,car,127.4638361574675,547.9115101173836,458.0,1212.0210355737388
0,bus_0,person_52,bus,102.60521034283052,441.0660033098446,680.0,1232.1573657820165
0,car_29,person_53,car,127.06467866274892,546.1952372884988,456.0,1207.0940001221354
0,bus_0,person_54,bus,102.60521034283052,441.0660033098446,680.0,1062.0276675650446
0,car_30,person_55,car,133.22003387100924,572.6539281348814,455.0,1219.3891123521346
0,car_31,person_56,car,136.6598207068905,587.4401061577765,454.0,1225.3776493756143
0,car_32,person_57,car,133.99269244767953,575.9752531653352,452.0,1215.183528882759
0,car_33,person_58,car,139.49668070819547,599.6342476114542,451.0,1225.96592998725
0,car_34,person_59,car,137.616125197756,591.5508439497496,450.0,1219.5985636917433
0,car_35,person_60,car,138.70304974958955,596.2229721049096,449.0,1220.1228224070474
0,bus_0,person_61,bus,102.60521034283052,441.0660033098446,680.0,1122.287529892108
0,car_36,person_62,car,133.18987492835805,572.524423274031,447.0,1203.3190816022684
0,bus_0,person_63,bus,102.60521034283052,441.0660033098446,680.0,1280.44705351069
0,car_37,person_64,car,142.22425534550308,611.3589590795625,446.0,1222.3004326219732
0,bus_0,person_65,bus,102.60521034283052,441.0660033098446,680.0,1065.772707149473
