tripinfo_arrival;tripinfo_arrivalLane;tripinfo_arrivalPos;tripinfo_arrivalSpeed;tripinfo_depart;tripinfo_departDelay;tripinfo_departLane;tripinfo_departPos;tripinfo_departSpeed;tripinfo_devices;tripinfo_duration;tripinfo_id;tripinfo_rerouteNo;tripinfo_routeLength;tripinfo_speedFactor;tripinfo_stopTime;tripinfo_timeLoss;tripinfo_vType;tripinfo_vaporized;tripinfo_waitingCount;tripinfo_waitingTime
855.00;end_private_0;1000.00;14.02;393.00;393.00;start_private_0;5.10;0.00;tripinfo_car130;462.00;car130;0;4995.30;1.03;0.00;112.66;car;;0;0.00
856.00;end_private_0;1000.00;13.98;396.00;396.00;start_private_0;5.10;0.00;tripinfo_car131;460.00;car131;0;4995.30;1.07;0.00;123.12;car;;0;0.00
858.00;end_private_0;1000.00;12.51;399.00;399.00;start_private_0;5.10;0.00;tripinfo_car132;459.00;car132;0;4995.30;0.96;0.00;83.97;car;;0;0.00
860.00;end_private_0;1000.00;14.40;402.00;402.00;start_private_0;5.10;0.00;tripinfo_car133;458.00;car133;0;4995.30;1.04;0.00;110.65;car;;0;0.00
861.00;end_private_0;1000.00;16.26;405.00;405.00;start_private_0;5.10;0.00;tripinfo_car134;456.00;car134;0;4995.30;1.23;0.00;162.54;car;;0;0.00
863.00;end_private_0;1000.00;14.00;408.00;408.00;start_private_0;5.10;0.00;tripinfo_car135;455.00;car135;0;4995.30;1.01;0.00;99.29;car;;0;0.00
865.00;end_private_0;1000.00;14.60;411.00;411.00;start_private_0;5.10;0.00;tripinfo_car136;454.00;car136;0;4995.30;1.12;0.00;132.09;car;;0;0.00
867.00;end_private_0;1000.00;13.46;414.00;414.00;start_private_0;5.10;0.00;tripinfo_car137;453.00;car137;0;4995.30;1.02;0.00;98.00;car;;0;0.00
869.00;end_private_0;1000.00;13.83;417.00;417.00;start_private_0;5.10;0.00;tripinfo_car138;452.00;car138;0;4995.30;1.00;0.00;92.83;car;;0;0.00
871.00;end_private_0;1000.00;12.32;420.00;420.00;start_private_0;5.10;0.00;tripinfo_car139;451.00;car139;0;4995.30;0.95;0.00;72.99;car;;0;0.00
872.00;end_private_0;1000.00;13.97;423.00;423.00;start_private_0;5.10;0.00;tripinfo_car140;449.00;car140;0;4995.30;1.11;0.00;125.83;car;;0;0.00
874.00;end_private_0;1000.00;14.88;426.00;426.00;start_private_0;5.10;0.00;tripinfo_car141;448.00;car141;0;4995.30;1.16;0.00;138.56;car;;0;0.00
876.00;end_private_0;1000.00;11.99;429.00;429.00;start_private_0;5.10;0.00;tripinfo_car142;447.00;car142;0;4995.30;0.94;0.00;62.56;car;;0;0.00
878.00;end_private_0;1000.00;14.69;432.00;432.00;start_private_0;5.10;0.00;tripinfo_car143;446.00;car143;0;4995.30;1.13;0.00;126.71;car;;0;0.00
961.00;end_private_0;1000.00;9.44;435.00;435.00;start_private_0;5.10;0.00;tripinfo_car144;526.00;car144;0;4995.30;0.73;0.00;35.51;car;;0;0.00
963.00;end_private_0;1000.00;12.60;438.00;438.00;start_private_0;5.10;0.00;tripinfo_car145;525.00;car145;0;4995.30;1.14;0.00;209.32;car;;0;0.00
965.00;end_private_0;1000.00;11.32;441.00;441.00;start_private_0;5.10;0.00;tripinfo_car146;524.00;car146;0;4995.30;0.89;0.00;117.76;car;;0;0.00
966.00;end_private_0;1000.00;13.26;444.00;444.00;start_private_0;5.10;0.00;tripinfo_car147;522.00;car147;0;4995.30;1.00;0.00;163.03;car;;0;0.00
968.00;end_private_0;1000.00;12.61;447.00;447.00;start_private_0;5.10;0.00;tripinfo_car148;521.00;car148;0;4995.30;0.97;0.00;148.72;car;;0;0.00
970.00;end_private_0;1000.00;13.88;450.00;450.00;start_private_0;5.10;0.00;tripinfo_car149;520.00;car149;0;4995.30;1.04;0.00;173.42;car;;0;0.00
972.00;end_private_0;1000.00;13.33;453.00;453.00;start_private_0;5.10;0.00;tripinfo_car150;519.00;car150;0;4995.30;0.96;0.00;144.70;car;;0;0.00
973.00;end_private_0;1000.00;13.64;456.00;456.00;start_private_0;5.10;0.00;tripinfo_car151;517.00;car151;0;4995.30;1.00;0.00;158.90;car;;0;0.00
975.00;end_private_0;1000.00;14.20;459.00;459.00;start_private_0;5.10;0.00;tripinfo_car152;516.00;car152;0;4995.30;1.07;0.00;179.89;car;;0;0.00
977.00;end_private_0;1000.00;11.91;462.00;462.00;start_private_0;5.10;0.00;tripinfo_car153;515.00;car153;0;4995.30;0.93;0.00;126.72;car;;0;0.00
979.00;end_private_0;1000.00;14.13;465.00;465.00;start_private_0;5.10;0.00;tripinfo_car154;514.00;car154;0;4995.30;1.06;0.00;175.51;car;;0;0.00
980.00;end_private_0;1000.00;14.89;468.00;468.00;start_private_0;5.10;0.00;tripinfo_car155;512.00;car155;0;4995.30;1.12;0.00;191.89;car;;0;0.00
982.00;end_private_0;1000.00;16.05;471.00;471.00;start_private_0;5.10;0.00;tripinfo_car156;511.00;car156;0;4995.30;1.18;0.00;205.58;car;;0;0.00
984.00;end_private_0;1000.00;14.92;474.00;474.00;start_private_0;5.10;0.00;tripinfo_car157;510.00;car157;0;4995.30;1.08;0.00;176.00;car;;0;0.00
986.00;end_private_0;1000.00;11.97;477.00;477.00;start_private_0;5.10;0.00;tripinfo_car158;509.00;car158;0;4995.30;0.91;0.00;113.51;car;;0;0.00
988.00;end_private_0;1000.00;14.82;480.00;480.00;start_private_0;5.10;0.00;tripinfo_car159;508.00;car159;0;4995.30;1.14;0.00;192.52;car;;0;0.00
990.00;end_private_0;1000.00;11.58;483.00;483.00;start_private_0;5.10;0.00;tripinfo_car160;507.00;car160;0;4995.30;0.88;0.00;97.44;car;;0;0.00
992.00;end_private_0;1000.00;14.85;486.00;486.00;start_private_0;5.10;0.00;tripinfo_car161;506.00;car161;0;4995.30;1.08;0.00;171.69;car;;0;0.00
994.00;end_private_0;1000.00;13.45;489.00;489.00;start_private_0;5.10;0.00;tripinfo_car162;505.00;car162;0;4995.30;0.99;0.00;142.03;car;;0;0.00
995.00;end_private_0;1000.00;15.10;492.00;492.00;start_private_0;5.10;0.00;tripinfo_car163;503.00;car163;0;4995.30;1.13;0.00;183.74;car;;0;0.00
997.00;end_private_0;1000.00;14.27;495.00;495.00;start_private_0;5.10;0.00;tripinfo_car164;502.00;car164;0;4995.30;1.05;0.00;159.87;car;;0;0.00
999.00;end_private_0;1000.00;12.05;497.00;497.00;start_private_0;5.10;0.00;tripinfo_car165;502.00;car165;0;4995.30;0.91;0.00;108.49;car;;0;0.00
1001.00;end_private_0;1000.00;13.20;500.00;500.00;start_private_0;5.10;0.00;tripinfo_car166;501.00;car166;0;4995.30;1.00;0.00;142.32;car;;0;0.00
1002.00;end_private_0;1000.00;13.74;503.00;503.00;start_private_0;5.10;0.00;tripinfo_car167;499.00;car167;0;4995.30;1.03;0.00;149.69;car;;0;0.00
1004.00;end_private_0;1000.00;13.57;506.00;506.00;start_private_0;5.10;0.00;tripinfo_car168;498.00;car168;0;4995.30;0.98;0.00;132.25;car;;1;1.00
1007.00;end_private_0;1000.00;12.46;510.00;510.00;start_private_0;5.10;0.00;tripinfo_car169;497.00;car169;0;4995.30;0.94;0.00;113.54;car;;0;0.00
1008.00;end_private_0;1000.00;14.14;513.00;513.00;start_private_0;5.10;0.00;tripinfo_car170;495.00;car170;0;4995.30;1.09;0.00;163.80;car;;0;0.00
1010.00;end_private_0;1000.00;12.20;516.00;516.00;start_private_0;5.10;0.00;tripinfo_car171;494.00;car171;0;4995.30;0.90;0.00;92.48;car;;0;0.00
1012.00;end_private_0;1000.00;11.11;519.00;519.00;start_private_0;5.10;0.00;tripinfo_car172;493.00;car172;0;4995.30;0.89;0.00;89.91;car;;0;0.00
1014.00;end_private_0;1000.00;15.78;522.00;522.00;start_private_0;5.10;0.00;tripinfo_car173;492.00;car173;0;4995.30;1.14;0.00;176.30;car;;0;0.00
1016.00;end_private_0;1000.00;13.16;525.00;525.00;start_private_0;5.10;0.00;tripinfo_car174;491.00;car174;0;4995.30;0.96;0.00;113.97;car;;0;0.00
1018.00;end_private_0;1000.00;12.40;528.00;528.00;start_private_0;5.10;0.00;tripinfo_car175;490.00;car175;0;4995.30;0.92;0.00;97.83;car;;0;0.00
1019.00;end_private_0;1000.00;14.17;531.00;531.00;start_private_0;5.10;0.00;tripinfo_car176;488.00;car176;0;4995.30;1.09;0.00;157.69;car;;0;0.00
1021.00;end_private_0;1000.00;13.94;534.00;534.00;start_private_0;5.10;0.00;tripinfo_car177;487.00;car177;0;4995.30;1.03;0.00;137.63;car;;0;0.00
1023.00;end_private_0;1000.00;13.86;537.00;537.00;start_private_0;5.10;0.00;tripinfo_car178;486.00;car178;0;4995.30;1.08;0.00;153.22;car;;0;0.00
1024.00;end_private_0;1000.00;13.79;540.00;540.00;start_private_0;5.10;0.00;tripinfo_car179;484.00;car179;0;4995.30;1.06;0.00;145.96;car;;0;0.00
1026.00;end_private_0;1000.00;14.23;543.00;543.00;start_private_0;5.10;0.00;tripinfo_car180;483.00;car180;0;4995.30;1.10;0.00;155.55;car;;0;0.00
1028.00;end_private_0;1000.00;13.87;546.00;546.00;start_private_0;5.10;0.00;tripinfo_car181;482.00;car181;0;4995.30;1.03;0.00;130.77;car;;0;0.00
1030.00;end_private_0;1000.00;13.39;549.00;549.00;start_private_0;5.10;0.00;tripinfo_car182;481.00;car182;0;4995.30;1.03;0.00;130.86;car;;0;0.00
1031.00;end_private_0;1000.00;14.49;552.00;552.00;start_private_0;5.10;0.00;tripinfo_car183;479.00;car183;0;4995.30;1.08;0.00;146.40;car;;0;0.00
1033.00;end_private_0;1000.00;12.04;555.00;555.00;start_private_0;5.10;0.00;tripinfo_car184;478.00;car184;0;4995.30;0.94;0.00;96.17;car;;0;0.00
1036.00;end_private_0;1000.00;12.17;558.00;558.00;start_private_0;5.10;0.00;tripinfo_car185;478.00;car185;0;4995.30;0.92;0.00;84.59;car;;0;0.00
1037.00;end_private_0;1000.00;12.38;561.00;561.00;start_private_0;5.10;0.00;tripinfo_car186;476.00;car186;0;4995.30;1.08;0.00;142.63;car;;0;0.00
1040.00;end_private_0;1000.00;11.85;564.00;564.00;start_private_0;5.10;0.00;tripinfo_car187;476.00;car187;0;4995.30;0.89;0.00;71.63;car;;0;0.00
1041.00;end_private_0;1000.00;12.65;568.00;568.00;start_private_0;5.10;0.00;tripinfo_car188;473.00;car188;0;4995.30;0.97;0.00;102.63;car;;0;0.00
1043.00;end_private_0;1000.00;13.18;571.00;571.00;start_private_0;5.10;0.00;tripinfo_car189;472.00;car189;0;4995.30;0.97;0.00;101.16;car;;0;0.00
1045.00;end_private_0;1000.00;11.99;574.00;574.00;start_private_0;5.10;0.00;tripinfo_car190;471.00;car190;0;4995.30;0.90;0.00;71.58;car;;0;0.00
1047.00;end_private_0;1000.00;12.46;577.00;577.00;start_private_0;5.10;0.00;tripinfo_car191;470.00;car191;0;4995.30;0.93;0.00;81.70;car;;0;0.00
1048.00;end_private_0;1000.00;14.29;580.00;580.00;start_private_0;5.10;0.00;tripinfo_car192;468.00;car192;0;4995.30;1.10;0.00;139.70;car;;0;0.00
1050.00;end_private_0;1000.00;14.47;583.00;583.00;start_private_0;5.10;0.00;tripinfo_car193;467.00;car193;0;4995.30;1.07;0.00;129.87;car;;0;0.00
1052.00;end_private_0;1000.00;12.66;586.00;586.00;start_private_0;5.10;0.00;tripinfo_car194;466.00;car194;0;4995.30;1.00;0.00;105.42;car;;0;0.00
1056.00;end_private_0;1000.00;11.35;589.00;589.00;start_private_0;5.10;0.00;tripinfo_car195;467.00;car195;0;4995.30;0.84;0.00;39.32;car;;0;0.00
1058.00;end_private_0;1000.00;13.66;592.00;592.00;start_private_0;5.10;0.00;tripinfo_car196;466.00;car196;0;4995.30;1.03;0.00;116.29;car;;0;0.00
1060.00;end_private_0;1000.00;10.92;595.00;595.00;start_private_0;5.10;0.00;tripinfo_car197;465.00;car197;0;4995.30;0.87;0.00;52.45;car;;0;0.00
1062.00;end_private_0;1000.00;14.21;598.00;598.00;start_private_0;5.10;0.00;tripinfo_car198;464.00;car198;0;4995.30;1.06;0.00;125.28;car;;0;0.00
1064.00;end_private_0;1000.00;10.25;601.00;601.00;start_private_0;5.10;0.00;tripinfo_car199;463.00;car199;0;4995.30;0.83;0.00;28.42;car;;0;0.00
2327.00;end_public_0;1000.00;18.16;2040.00;0.00;start_public_0;20.10;0.00;tripinfo_bus0;287.00;bus0;0;4980.30;1.32;0.00;14.75;bus;;0;0.00
2407.00;end_private_0;1000.00;13.90;2040.00;0.00;start_private_0;5.10;0.00;tripinfo_car0;367.00;car0;0;4995.30;1.04;0.00;20.61;car;;0;0.00
2408.00;end_private_0;1000.00;15.65;2043.00;3.00;start_private_0;5.10;0.00;tripinfo_car1;365.00;car1;0;4995.30;1.14;0.00;49.60;car;;0;0.00
2439.00;end_private_0;1000.00;12.54;2046.00;6.00;start_private_0;5.10;0.00;tripinfo_car2;393.00;car2;0;4995.30;0.97;0.00;22.02;car;;0;0.00
2441.00;end_private_0;1000.00;14.88;2049.00;9.00;start_private_0;5.10;0.00;tripinfo_car3;392.00;car3;0;4995.30;1.15;0.00;79.20;car;;0;0.00
2472.00;end_private_0;1000.00;11.96;2052.00;12.00;start_private_0;5.10;0.00;tripinfo_car4;420.00;car4;0;4995.30;0.91;0.00;24.40;car;;0;0.00
2473.00;end_private_0;1000.00;12.62;2055.00;15.00;start_private_0;5.10;0.00;tripinfo_car5;418.00;car5;0;4995.30;0.96;0.00;42.51;car;;0;0.00
2475.00;end_private_0;1000.00;14.42;2058.00;18.00;start_private_0;5.10;0.00;tripinfo_car6;417.00;car6;0;4995.30;1.04;0.00;71.13;car;;0;0.00
2493.00;end_private_0;1000.00;12.22;2061.00;21.00;start_private_0;5.10;0.00;tripinfo_car7;432.00;car7;0;4995.30;0.88;0.00;24.88;car;;0;0.00
2495.00;end_private_0;1000.00;14.84;2064.00;24.00;start_private_0;5.10;0.00;tripinfo_car8;431.00;car8;0;4995.30;1.10;0.00;101.75;car;;0;0.00
2496.00;end_private_0;1000.00;14.84;2067.00;27.00;start_private_0;5.10;0.00;tripinfo_car9;429.00;car9;0;4995.30;1.13;0.00;109.75;car;;0;0.00
2498.00;end_private_0;1000.00;12.72;2070.00;30.00;start_private_0;5.10;0.00;tripinfo_car10;428.00;car10;0;4995.30;0.95;0.00;49.57;car;;0;0.00
2500.00;end_private_0;1000.00;14.03;2073.00;33.00;start_private_0;5.10;0.00;tripinfo_car11;427.00;car11;0;4995.30;1.01;0.00;71.21;car;;0;0.00
2502.00;end_private_0;1000.00;13.20;2076.00;36.00;start_private_0;5.10;0.00;tripinfo_car12;426.00;car12;0;4995.30;0.97;0.00;54.26;car;;0;0.00
2503.00;end_private_0;1000.00;13.73;2079.00;39.00;start_private_0;5.10;0.00;tripinfo_car13;424.00;car13;0;4995.30;0.99;0.00;60.35;car;;0;0.00
2504.00;end_public_0;1000.00;11.05;2045.00;5.00;start_public_0;20.10;0.00;tripinfo_bus1;459.00;bus1;0;4980.30;0.83;0.00;27.53;bus;;0;0.00
2505.00;end_private_0;1000.00;13.30;2082.00;42.00;start_private_0;5.10;0.00;tripinfo_car14;423.00;car14;0;4995.30;1.02;0.00;71.22;car;;0;0.00
2506.00;end_public_0;1000.00;13.38;2050.00;10.00;start_public_0;20.10;0.00;tripinfo_bus2;456.00;bus2;0;4980.30;1.05;0.00;115.59;bus;;0;0.00
2507.00;end_private_0;1000.00;13.31;2085.00;45.00;start_private_0;5.10;0.00;tripinfo_car15;422.00;car15;0;4995.30;1.01;0.00;65.41;car;;0;0.00
2509.00;end_private_0;1000.00;12.32;2088.00;48.00;start_private_0;5.10;0.00;tripinfo_car16;421.00;car16;0;4995.30;0.97;0.00;50.50;car;;0;0.00
2509.00;end_public_0;1000.00;13.30;2055.00;15.00;start_public_0;20.10;0.00;tripinfo_bus3;454.00;bus3;0;4980.30;1.05;0.00;111.84;bus;;0;0.00
2510.00;end_private_0;1000.00;14.12;2091.00;51.00;start_private_0;5.10;0.00;tripinfo_car17;419.00;car17;0;4995.30;1.04;0.00;73.23;car;;0;0.00
2512.00;end_private_0;1000.00;15.76;2094.00;54.00;start_private_0;5.10;0.00;tripinfo_car18;418.00;car18;0;4995.30;1.14;0.00;102.01;car;;0;0.00
2514.00;end_private_0;1000.00;15.35;2097.00;57.00;start_private_0;5.10;0.00;tripinfo_car19;417.00;car19;0;4995.30;1.11;0.00;92.75;car;;0;0.00
2516.00;end_private_0;1000.00;12.47;2100.00;60.00;start_private_0;5.10;0.00;tripinfo_car20;416.00;car20;0;4995.30;0.93;0.00;29.75;car;;0;0.00
2539.00;end_private_0;1000.00;11.41;2103.00;63.00;start_private_0;5.10;0.00;tripinfo_car21;436.00;car21;0;4995.30;0.88;0.00;25.75;car;;0;0.00
2540.00;end_private_0;1000.00;13.45;2106.00;66.00;start_private_0;5.10;0.00;tripinfo_car22;434.00;car22;0;4995.30;0.99;0.00;69.76;car;;0;0.00
2542.00;end_private_0;1000.00;12.93;2109.00;69.00;start_private_0;5.10;0.00;tripinfo_car23;433.00;car23;0;4995.30;0.98;0.00;65.60;car;;0;0.00
2548.00;end_private_0;1000.00;11.77;2112.00;72.00;start_private_0;5.10;0.00;tripinfo_car24;436.00;car24;0;4995.30;0.88;0.00;26.28;car;;0;0.00
2561.00;end_public_0;1000.00;10.26;2060.00;20.00;start_public_0;20.10;0.00;tripinfo_bus4;501.00;bus4;0;4980.30;0.76;0.00;31.03;bus;;0;0.00
2564.00;end_public_0;1000.00;13.84;2065.00;25.00;start_public_0;20.10;0.00;tripinfo_bus5;499.00;bus5;0;4980.30;1.06;0.00;161.20;bus;;0;0.00
2567.00;end_public_0;1000.00;11.05;2070.00;30.00;start_public_0;20.10;0.00;tripinfo_bus6;497.00;bus6;0;4980.30;0.88;0.00;89.98;bus;;0;0.00
2570.00;end_public_0;1000.00;13.99;2075.00;35.00;start_public_0;20.10;0.00;tripinfo_bus7;495.00;bus7;0;4980.30;1.04;0.00;149.15;bus;;0;0.00
2572.00;end_public_0;1000.00;15.83;2080.00;40.00;start_public_0;20.10;0.00;tripinfo_bus8;492.00;bus8;0;4980.30;1.17;0.00;184.60;bus;;0;0.00
2576.00;end_public_0;1000.00;11.68;2085.00;45.00;start_public_0;20.10;0.00;tripinfo_bus9;491.00;bus9;0;4980.30;0.93;0.00;104.25;bus;;0;0.00
2579.00;end_public_0;1000.00;11.82;2090.00;50.00;start_public_0;20.10;0.00;tripinfo_bus10;489.00;bus10;0;4980.30;0.89;0.00;88.00;bus;;0;0.00
2582.00;end_public_0;1000.00;12.54;2095.00;55.00;start_public_0;20.10;0.00;tripinfo_bus11;487.00;bus11;0;4980.30;0.93;0.00;100.20;bus;;0;0.00
2585.00;end_public_0;1000.00;14.32;2100.00;60.00;start_public_0;20.10;0.00;tripinfo_bus12;485.00;bus12;0;4980.30;1.11;0.00;160.71;bus;;0;0.00
2587.00;end_public_0;1000.00;17.11;2105.00;65.00;start_public_0;20.10;0.00;tripinfo_bus13;482.00;bus13;0;4980.30;1.24;0.00;192.29;bus;;0;0.00
2591.00;end_public_0;1000.00;12.20;2109.00;69.00;start_public_0;20.10;0.00;tripinfo_bus14;482.00;bus14;0;4980.30;0.96;0.00;107.29;bus;;0;0.00
2594.00;end_public_0;1000.00;13.10;2114.00;74.00;start_public_0;20.10;0.00;tripinfo_bus15;480.00;bus15;0;4980.30;0.97;0.00;109.87;bus;;0;0.00
2597.00;end_public_0;1000.00;12.93;2119.00;79.00;start_public_0;20.10;0.00;tripinfo_bus16;478.00;bus16;0;4980.30;1.02;0.00;124.54;bus;;0;0.00
2599.00;end_public_0;1000.00;15.87;2123.00;83.00;start_public_0;20.10;0.00;tripinfo_bus17;476.00;bus17;0;4980.30;1.20;0.00;177.02;bus;;0;0.00
2605.00;end_public_0;1000.00;11.05;2128.00;88.00;start_public_0;20.10;0.00;tripinfo_bus18;477.00;bus18;0;4980.30;0.88;0.00;66.90;bus;;0;0.00
2608.00;end_public_0;1000.00;15.37;2133.00;93.00;start_public_0;20.10;0.00;tripinfo_bus19;475.00;bus19;0;4980.30;1.12;0.00;154.16;bus;;0;0.00
2610.00;end_public_0;1000.00;13.95;2137.00;97.00;start_public_0;20.10;0.00;tripinfo_bus20;473.00;bus20;0;4980.30;1.07;0.00;136.80;bus;;0;0.00
2614.00;end_public_0;1000.00;11.29;2142.00;102.00;start_public_0;20.10;0.00;tripinfo_bus21;472.00;bus21;0;4980.30;0.89;0.00;68.51;bus;;0;0.00
2617.00;end_public_0;1000.00;13.47;2147.00;107.00;start_public_0;20.10;0.00;tripinfo_bus22;470.00;bus22;0;4980.30;0.98;0.00;101.79;bus;;0;0.00
2620.00;end_public_0;1000.00;13.52;2152.00;112.00;start_public_0;20.10;0.00;tripinfo_bus23;468.00;bus23;0;4980.30;0.99;0.00;103.70;bus;;0;0.00
2624.00;end_public_0;1000.00;11.76;2156.00;116.00;start_public_0;20.10;0.00;tripinfo_bus24;468.00;bus24;0;4980.30;0.86;0.00;52.14;bus;;0;0.00
2627.00;end_public_0;1000.00;11.31;2161.00;121.00;start_public_0;20.10;0.00;tripinfo_bus25;466.00;bus25;0;4980.30;0.89;0.00;61.86;bus;;0;0.00
2630.00;end_public_0;1000.00;13.69;2166.00;126.00;start_public_0;20.10;0.00;tripinfo_bus26;464.00;bus26;0;4980.30;1.08;0.00;130.72;bus;;0;0.00
2633.00;end_public_0;1000.00;15.19;2170.00;130.00;start_public_0;20.10;0.00;tripinfo_bus27;463.00;bus27;0;4980.30;1.11;0.00;138.76;bus;;0;0.00
2656.00;end_public_0;1000.00;10.96;2175.00;135.00;start_public_0;20.10;0.00;tripinfo_bus28;481.00;bus28;0;4980.30;0.80;0.00;29.70;bus;;0;0.00
2661.00;end_private_0;1000.00;9.30;2115.00;75.00;start_private_0;5.10;0.00;tripinfo_car25;546.00;car25;0;4995.30;0.71;0.00;38.30;car;;0;0.00
2663.00;end_private_0;1000.00;13.21;2118.00;78.00;start_private_0;5.10;0.00;tripinfo_car26;545.00;car26;0;4995.30;0.96;0.00;171.17;car;;0;0.00
2664.00;end_private_0;1000.00;12.83;2121.00;81.00;start_private_0;5.10;0.00;tripinfo_car27;543.00;car27;0;4995.30;1.30;0.00;266.31;car;;0;0.00
2666.00;end_private_0;1000.00;14.09;2124.00;84.00;start_private_0;5.10;0.00;tripinfo_car28;542.00;car28;0;4995.30;1.01;0.00;187.03;car;;0;0.00
2668.00;end_private_0;1000.00;10.48;2127.00;87.00;start_private_0;5.10;0.00;tripinfo_car29;541.00;car29;0;4995.30;0.84;0.00;110.85;car;;0;0.00
2671.00;end_private_0;1000.00;10.15;2130.00;90.00;start_private_0;5.10;0.00;tripinfo_car30;541.00;car30;0;4995.30;0.75;0.00;62.41;car;;0;0.00
2673.00;end_private_0;1000.00;13.80;2133.00;93.00;start_private_0;5.10;0.00;tripinfo_car31;540.00;car31;0;4995.30;1.13;0.00;221.43;car;;0;0.00
2674.00;end_private_0;1000.00;12.51;2136.00;96.00;start_private_0;5.10;0.00;tripinfo_car32;538.00;car32;0;4995.30;1.04;0.00;193.68;car;;0;0.00
2676.00;end_private_0;1000.00;12.86;2139.00;99.00;start_private_0;5.10;0.00;tripinfo_car33;537.00;car33;0;4995.30;0.96;0.00;161.09;car;;0;0.00
2678.00;end_private_0;1000.00;15.27;2142.00;102.00;start_private_0;5.10;0.00;tripinfo_car34;536.00;car34;0;4995.30;1.13;0.00;216.78;car;;0;0.00
2678.00;end_public_0;1000.00;9.66;2180.00;140.00;start_public_0;20.10;0.00;tripinfo_bus29;498.00;bus29;0;4980.30;0.77;0.00;31.64;bus;;0;0.00
2680.00;end_private_0;1000.00;12.24;2145.00;105.00;start_private_0;5.10;0.00;tripinfo_car35;535.00;car35;0;4995.30;0.96;0.00;161.51;car;;0;0.00
2682.00;end_private_0;1000.00;12.92;2148.00;108.00;start_private_0;5.10;0.00;tripinfo_car36;534.00;car36;0;4995.30;0.98;0.00;166.31;car;;0;0.00
2684.00;end_private_0;1000.00;11.49;2151.00;111.00;start_private_0;5.10;0.00;tripinfo_car37;533.00;car37;0;4995.30;0.92;0.00;139.16;car;;0;0.00
2685.00;end_private_0;1000.00;12.37;2154.00;114.00;start_private_0;5.10;0.00;tripinfo_car38;531.00;car38;0;4995.30;0.96;0.00;157.81;car;;0;0.00
2687.00;end_private_0;1000.00;14.99;2157.00;117.00;start_private_0;5.10;0.00;tripinfo_car39;530.00;car39;0;4995.30;1.26;0.00;244.57;car;;0;0.00
2689.00;end_private_0;1000.00;13.28;2160.00;120.00;start_private_0;5.10;0.00;tripinfo_car40;529.00;car40;0;4995.30;0.97;0.00;158.03;car;;0;0.00
2691.00;end_private_0;1000.00;11.19;2163.00;123.00;start_private_0;5.10;0.00;tripinfo_car41;528.00;car41;0;4995.30;0.87;0.00;112.82;car;;0;0.00
2693.00;end_private_0;1000.00;14.04;2166.00;126.00;start_private_0;5.10;0.00;tripinfo_car42;527.00;car42;0;4995.30;1.05;0.00;184.29;car;;0;0.00
2695.00;end_private_0;1000.00;13.62;2169.00;129.00;start_private_0;5.10;0.00;tripinfo_car43;526.00;car43;0;4995.30;0.98;0.00;158.43;car;;0;0.00
2697.00;end_private_0;1000.00;11.24;2172.00;132.00;start_private_0;5.10;0.00;tripinfo_car44;525.00;car44;0;4995.30;0.85;0.00;103.64;car;;0;0.00
2699.00;end_private_0;1000.00;13.08;2175.00;135.00;start_private_0;5.10;0.00;tripinfo_car45;524.00;car45;0;4995.30;0.97;0.00;153.83;car;;0;0.00
2700.00;end_private_0;1000.00;12.09;2178.00;138.00;start_private_0;5.10;0.00;tripinfo_car46;522.00;car46;0;4995.30;0.87;0.00;109.12;car;;0;0.00
2702.00;end_private_0;1000.00;15.79;2181.00;141.00;start_private_0;5.10;0.00;tripinfo_car47;521.00;car47;0;4995.30;1.21;0.00;222.55;car;;0;0.00
2704.00;end_private_0;1000.00;12.65;2184.00;144.00;start_private_0;5.10;0.00;tripinfo_car48;520.00;car48;0;4995.30;0.99;0.00;156.21;car;;0;0.00
2706.00;end_private_0;1000.00;12.42;2187.00;147.00;start_private_0;5.10;0.00;tripinfo_car49;519.00;car49;0;4995.30;0.97;0.00;147.09;car;;0;0.00
2707.00;end_private_0;1000.00;13.72;2190.00;150.00;start_private_0;5.10;0.00;tripinfo_car50;517.00;car50;0;4995.30;0.99;0.00;154.76;car;;0;0.00
2709.00;end_private_0;1000.00;13.72;2193.00;153.00;start_private_0;5.10;0.00;tripinfo_car51;516.00;car51;0;4995.30;1.08;0.00;182.68;car;;0;0.00
2711.00;end_private_0;1000.00;12.09;2196.00;156.00;start_private_0;5.10;0.00;tripinfo_car52;515.00;car52;0;4995.30;0.95;0.00;134.40;car;;0;0.00
2713.00;end_private_0;1000.00;13.20;2199.00;159.00;start_private_0;5.10;0.00;tripinfo_car53;514.00;car53;0;4995.30;1.02;0.00;160.19;car;;0;0.00
2718.00;end_private_0;1000.00;10.43;2202.00;162.00;start_private_0;5.10;0.00;tripinfo_car54;516.00;car54;0;4995.30;0.76;0.00;40.69;car;;0;0.00
2720.00;end_private_0;1000.00;12.90;2205.00;165.00;start_private_0;5.10;0.00;tripinfo_car55;515.00;car55;0;4995.30;1.04;0.00;167.49;car;;0;0.00
2721.00;end_private_0;1000.00;12.98;2208.00;168.00;start_private_0;5.10;0.00;tripinfo_car56;513.00;car56;0;4995.30;0.98;0.00;145.40;car;;0;0.00
2723.00;end_private_0;1000.00;12.34;2211.00;171.00;start_private_0;5.10;0.00;tripinfo_car57;512.00;car57;0;4995.30;0.89;0.00;107.61;car;;0;0.00
